cik,ticker,company,sic,afs,form,period,priceable
8146,ALOT,"ASTRONOVA, INC.",3577,2-ACC,10-Q,20250731,Y
8177,AAME,ATLANTIC AMERICAN CORP,6311,4-NON,10-Q,20250630,Y
8504,UAVS,AGEAGLE AERIAL SYSTEMS INC.,3721,4-NON,10-Q,20250630,Y
8670,ADP,AUTOMATIC DATA PROCESSING INC,7374,1-LAF,10-K,20250630,Y
8818,AVY,AVERY DENNISON CORP,2670,1-LAF,10-Q,20250630,Y
8858,AVT,AVNET INC,5065,1-LAF,10-K,20250630,Y
8947,AZZ,AZZ INC,3470,1-LAF,10-Q,20250531,Y
9092,BMI,BADGER METER INC,3824,1-LAF,10-Q,20250630,Y
9326,BCPC,BALCHEM CORP,2800,1-LAF,10-Q,20250630,Y
9389,BALL,BALL CORP,3411,1-LAF,10-Q,20250630,Y
10048,BRN,BARNWELL INDUSTRIES INC,1311,4-NON,10-Q,20250630,Y
10329,BSET,BASSETT FURNITURE INDUSTRIES INC,2511,2-ACC,10-Q,20250531,Y
10456,BAX,BAXTER INTERNATIONAL INC,3841,1-LAF,10-Q,20250630,Y
10795,BDX,BECTON DICKINSON & CO,3841,1-LAF,10-Q,20250630,Y
11544,WRB,BERKLEY W R CORP,6331,1-LAF,10-Q,20250630,Y
12040,BDL,FLANIGANS ENTERPRISES INC,5812,4-NON,10-Q,20250630,Y
12208,BIO,"BIO-RAD LABORATORIES, INC.",3826,1-LAF,10-Q,20250630,Y
12239,DOMH,DOMINARI HOLDINGS INC.,6211,4-NON,10-Q,20250630,Y
12659,HRB,H&R BLOCK INC,7200,1-LAF,10-K,20250630,Y
12927,BA,BOEING CO,3721,1-LAF,10-Q,20250630,Y
13156,GLXZ,"GALAXY GAMING, INC.",7900,4-NON,10-Q,20250630,Y
14177,BRID,BRIDGFORD FOODS CORP,2013,4-NON,10-Q,20250630,Y
14272,BMY,BRISTOL MYERS SQUIBB CO,2834,1-LAF,10-Q,20250630,Y
14693,BF-A,BROWN FORMAN CORP,2080,1-LAF,10-Q,20250731,Y
14707,CAL,CALERES INC,3140,1-LAF,10-Q,20250731,Y
14846,BRT,BRT APARTMENTS CORP.,6798,4-NON,10-Q,20250630,Y
14930,BC,BRUNSWICK CORP,3510,1-LAF,10-Q,20250630,Y
15357,,CHASE GENERAL CORP,2060,4-NON,10-K,20250630,N
15615,MTZ,MASTEC INC,1623,1-LAF,10-Q,20250630,Y
15847,BUKS,BUTLER NATIONAL CORP,7990,4-NON,10-Q,20250731,Y
16040,CBT,CABOT CORP,2890,1-LAF,10-Q,20250630,Y
16058,CACI,CACI INTERNATIONAL INC /DE/,7373,1-LAF,10-K,20250630,Y
16160,CALM,CAL-MAINE FOODS INC,0200,1-LAF,10-K,20250531,Y
16732,CPB,CAMPBELL'S CO,2000,1-LAF,10-K,20250731,Y
16875,CP,CANADIAN PACIFIC KANSAS CITY LTD/CN,4011,1-LAF,10-Q,20250630,Y
16918,STZ,"CONSTELLATION BRANDS, INC.",2080,1-LAF,10-Q,20250531,Y
17313,CSWC,CAPITAL SOUTHWEST CORP,,1-LAF,10-Q,20250630,Y
17843,CRS,CARPENTER TECHNOLOGY CORP,3312,1-LAF,10-K,20250630,Y
18230,CAT,CATERPILLAR INC,3531,1-LAF,10-Q,20250630,Y
18255,CATO,CATO CORP,5621,2-ACC,10-Q,20250731,Y
18349,,SYNOVUS FINANCIAL CORP,6021,1-LAF,10-Q,20250630,N
18498,GCO,GENESCO INC,5661,2-ACC,10-Q,20250731,Y
18926,LUMN,"LUMEN TECHNOLOGIES, INC.",4813,1-LAF,10-Q,20250630,Y
19584,CHE,CHEMED CORP,8082,1-LAF,10-Q,20250630,Y
19617,JPM,JPMORGAN CHASE & CO,6021,1-LAF,10-Q,20250630,Y
19745,CPK,CHESAPEAKE UTILITIES CORP,4923,1-LAF,10-Q,20250630,Y
19871,CVR,CHICAGO RIVET & MACHINE CO,3540,4-NON,10-Q,20250630,Y
20212,CHDN,CHURCHILL DOWNS INC,7948,1-LAF,10-Q,20250630,Y
20286,CINF,CINCINNATI FINANCIAL CORP,6331,1-LAF,10-Q,20250630,Y
20520,,"FRONTIER COMMUNICATIONS PARENT, INC.",4813,1-LAF,10-Q,20250630,N
20639,ABCP,AMBASE CORP,6512,4-NON,10-Q,20250630,Y
21076,CLX,CLOROX CO /DE/,2842,1-LAF,10-K,20250630,Y
21175,CNA,CNA FINANCIAL CORP,6331,1-LAF,10-Q,20250630,Y
21344,KO,COCA COLA CO,2080,1-LAF,10-Q,20250630,Y
21535,COHU,COHU INC,3825,1-LAF,10-Q,20250630,Y
21665,CL,COLGATE PALMOLIVE CO,2844,1-LAF,10-Q,20250630,Y
22356,CBSH,COMMERCE BANCSHARES INC /MO/,6022,1-LAF,10-Q,20250630,Y
22701,SUNE,"SUNATION ENERGY, INC.",1700,4-NON,10-Q,20250630,Y
23194,CRK,COMSTOCK RESOURCES INC,1311,1-LAF,10-Q,20250630,Y
23217,CAG,CONAGRA BRANDS INC.,2000,1-LAF,10-K,20250531,Y
23795,CTO,"CTO REALTY GROWTH, INC.",6798,2-ACC,10-Q,20250630,Y
24090,CIA,"CITIZENS, INC.",6311,2-ACC,10-Q,20250630,Y
24545,TAP-A,MOLSON COORS BEVERAGE CO,2082,1-LAF,10-Q,20250630,Y
24741,GLW,CORNING INC /NY,3357,1-LAF,10-Q,20250630,Y
25232,CUZ,COUSINS PROPERTIES INC,6798,1-LAF,10-Q,20250630,Y
25445,CXT,"CRANE NXT, CO.",3490,1-LAF,10-Q,20250630,Y
25475,CRD-A,CRAWFORD & CO,6411,2-ACC,10-Q,20250630,Y
25743,TXMD,"THERAPEUTICSMD, INC.",2834,4-NON,10-Q,20250630,Y
25895,CRWS,CROWN CRAFTS INC,2211,4-NON,10-Q,20250630,Y
26058,CTS,CTS CORP,3672,1-LAF,10-Q,20250630,Y
26172,CMI,CUMMINS INC,3510,1-LAF,10-Q,20250630,Y
26324,CW,CURTISS WRIGHT CORP,3590,1-LAF,10-Q,20250630,Y
26780,DAN,DANA INC,3714,1-LAF,10-Q,20250630,Y
27093,USAU,U.S. GOLD CORP.,1000,4-NON,10-Q,20250731,Y
27419,TGT,TARGET CORP,5331,1-LAF,10-Q,20250731,Y
27430,,DAYTON POWER & LIGHT CO,4931,4-NON,10-Q,20250630,N
27673,,DEERE JOHN CAPITAL CORP,6153,4-NON,10-Q,20250731,N
27904,DAL,"DELTA AIR LINES, INC.",4512,1-LAF,10-Q,20250630,Y
27996,DLX,DELUXE CORP,2780,1-LAF,10-Q,20250630,Y
28412,,COMERICA INC /NEW/,6021,1-LAF,10-Q,20250630,N
28823,DBD,"DIEBOLD NIXDORF, INC",3578,1-LAF,10-Q,20250630,Y
28917,DDS,"DILLARD'S, INC.",5311,1-LAF,10-Q,20250731,Y
29002,DIOD,DIODES INC /DEL/,3674,1-LAF,10-Q,20250630,Y
29332,DXYN,DIXIE GROUP INC,2273,4-NON,10-Q,20250630,Y
29534,DG,DOLLAR GENERAL CORP,5331,1-LAF,10-Q,20250731,Y
29644,DCI,DONALDSON CO INC,3564,1-LAF,10-K,20250731,Y
29905,DOV,DOVER CORP,3530,1-LAF,10-Q,20250630,Y
29989,OMC,OMNICOM GROUP INC.,7311,1-LAF,10-Q,20250630,Y
30305,DCO,DUCOMMUN INC /DE/,3728,1-LAF,10-Q,20250630,Y
30625,FLS,FLOWSERVE CORP,3561,1-LAF,10-Q,20250630,Y
30697,WEN,WENDY'S CO,5810,1-LAF,10-Q,20250630,Y
31107,EML,EASTERN CO,3420,2-ACC,10-Q,20250630,Y
31235,KODK,EASTMAN KODAK CO,3861,2-ACC,10-Q,20250630,Y
31462,ECL,ECOLAB INC.,2840,1-LAF,10-Q,20250630,Y
31667,EDUC,EDUCATIONAL DEVELOPMENT CORP,5190,4-NON,10-Q,20250531,Y
31791,RVTY,"REVVITY, INC.",3826,1-LAF,10-Q,20250630,Y
32604,EMR,EMERSON ELECTRIC CO,3600,1-LAF,10-Q,20250630,Y
32621,MSN,EMERSON RADIO CORP,3651,4-NON,10-Q,20250630,Y
33185,EFX,EQUIFAX INC,7320,1-LAF,10-Q,20250630,Y
33213,EQT,EQT CORP,1311,1-LAF,10-Q,20250630,Y
33488,ESCA,ESCALADE INC,3949,2-ACC,10-Q,20250630,Y
33533,ESP,ESPEY MFG & ELECTRONICS CORP,3679,4-NON,10-K,20250630,Y
33992,KINS,"KINGSTONE COMPANIES, INC.",6331,4-NON,10-Q,20250630,Y
34067,BOOM,DMC GLOBAL INC.,3390,2-ACC,10-Q,20250630,Y
34088,,EXXON MOBIL CORP,2911,1-LAF,10-Q,20250630,N
34285,RLBY,RELIABILITY INC,7363,4-NON,10-Q,20250630,Y
34563,,FARMER BROTHERS CO,2090,4-NON,10-K,20250630,N
34782,SRCE,1ST SOURCE CORP,6022,1-LAF,10-Q,20250630,Y
34903,FRT,FEDERAL REALTY INVESTMENT TRUST,6798,1-LAF,10-Q,20250630,Y
34956,TENX,"TENAX THERAPEUTICS, INC.",2834,4-NON,10-Q,20250630,Y
35527,FITB,FIFTH THIRD BANCORP,6022,1-LAF,10-Q,20250630,Y
36029,FFIN,FIRST FINANCIAL BANKSHARES INC,6022,1-LAF,10-Q,20250630,Y
36104,USB,US BANCORP DE,6021,1-LAF,10-Q,20250630,Y
36146,TRMK,TRUSTMARK CORP,6021,1-LAF,10-Q,20250630,Y
36270,MTB,M&T BANK CORP,6022,1-LAF,10-Q,20250630,Y
36377,FHB,"FIRST HAWAIIAN, INC.",6022,1-LAF,10-Q,20250630,Y
36840,FREVS,"FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY, INC.",6798,4-NON,10-Q,20250731,Y
36966,FHN,FIRST HORIZON CORP,6021,1-LAF,10-Q,20250630,Y
37472,FLXS,FLEXSTEEL INDUSTRIES INC,2510,2-ACC,10-K,20250630,Y
37785,FMC,FMC CORP,2800,1-LAF,10-Q,20250630,Y
37808,FNB,FNB CORP/PA/,6021,1-LAF,10-Q,20250630,Y
37996,F,FORD MOTOR CO,3711,1-LAF,10-Q,20250630,Y
38009,,FORD MOTOR CREDIT CO LLC,6159,4-NON,10-Q,20250630,N
38264,FWDI,"FORWARD INDUSTRIES, INC.",3089,4-NON,10-Q,20250630,Y
38723,,1ST FRANKLIN FINANCIAL CORP,6141,4-NON,10-Q,20250630,N
38725,FELE,FRANKLIN ELECTRIC CO INC,3621,1-LAF,10-Q,20250630,Y
38777,BEN,FRANKLIN RESOURCES INC,6282,1-LAF,10-Q,20250630,Y
39020,FEIM,FREQUENCY ELECTRONICS INC,3825,4-NON,10-K,20250430,Y
39092,FRD,FRIEDMAN INDUSTRIES INC,3310,2-ACC,10-Q,20250630,Y
39263,CFR,"CULLEN/FROST BANKERS, INC.",6021,1-LAF,10-Q,20250630,Y
39311,IBCP,INDEPENDENT BANK CORP /MI/,6022,2-ACC,10-Q,20250630,Y
39368,FUL,FULLER H B CO,2891,1-LAF,10-Q,20250831,Y
39899,,TEGNA INC,4833,1-LAF,10-Q,20250630,N
39911,GAP,GAP INC,5651,1-LAF,10-Q,20250731,Y
40211,GATX,GATX CORP,4700,1-LAF,10-Q,20250630,Y
40533,GD,GENERAL DYNAMICS CORP,3730,1-LAF,10-Q,20250630,Y
40545,GE,GENERAL ELECTRIC CO,3600,1-LAF,10-Q,20250630,Y
40570,JOB,GEE GROUP INC.,7361,4-NON,10-Q,20250630,Y
40704,GIS,GENERAL MILLS INC,2040,1-LAF,10-Q,20250831,Y
40729,ALLY,ALLY FINANCIAL INC.,6022,1-LAF,10-Q,20250630,Y
40987,GPC,GENUINE PARTS CO,5013,1-LAF,10-Q,20250630,Y
41719,MAGN,MAGNERA CORP,2621,2-ACC,10-Q,20250630,Y
42582,GT,GOODYEAR TIRE & RUBBER CO /OH/,3011,1-LAF,10-Q,20250630,Y
42682,GRC,GORMAN RUPP CO,3561,1-LAF,10-Q,20250630,Y
42888,GGG,GRACO INC,3561,1-LAF,10-Q,20250630,Y
43196,GTN,"GRAY MEDIA, INC",4833,2-ACC,10-Q,20250630,Y
43920,GEF,"GREIF, INC",3412,1-LAF,10-Q,20250731,Y
45012,HAL,HALLIBURTON CO,1389,1-LAF,10-Q,20250630,Y
45876,,ENVIRI CORP,8900,1-LAF,10-Q,20250630,N
45919,HHS,HARTE HANKS INC,7331,4-NON,10-Q,20250630,Y
46080,HAS,"HASBRO, INC.",3944,1-LAF,10-Q,20250630,Y
46129,ALNT,ALLIENT INC,3825,2-ACC,10-Q,20250630,Y
46195,BOH,BANK OF HAWAII CORP,6022,1-LAF,10-Q,20250630,Y
46250,HWKN,HAWKINS INC,5160,1-LAF,10-Q,20250630,Y
46619,HEI,HEICO CORP,3724,1-LAF,10-Q,20250731,Y
46765,HP,"HELMERICH & PAYNE, INC.",1381,1-LAF,10-Q,20250630,Y
47111,HSY,HERSHEY CO,2060,1-LAF,10-Q,20250630,Y
47217,HPQ,HP INC,3570,1-LAF,10-Q,20250731,Y
47307,,CRAWFORD UNITED CORP,3823,4-NON,10-Q,20250630,N
48287,HNI,HNI CORP,2522,1-LAF,10-Q,20250630,Y
48465,HRL,HORMEL FOODS CORP /DE/,2011,1-LAF,10-Q,20250731,Y
48898,HUBB,HUBBELL INC,3670,1-LAF,10-Q,20250630,Y
49071,HUM,HUMANA INC,6324,1-LAF,10-Q,20250630,Y
49196,HBAN,HUNTINGTON BANCSHARES INC /MD/,6021,1-LAF,10-Q,20250630,Y
49600,EGP,EASTGROUP PROPERTIES INC,6798,1-LAF,10-Q,20250630,Y
49754,DIN,"DINE BRANDS GLOBAL, INC.",5812,2-ACC,10-Q,20250630,Y
49826,ITW,ILLINOIS TOOL WORKS INC,3560,1-LAF,10-Q,20250630,Y
49938,IMO,IMPERIAL OIL LTD,2911,1-LAF,10-Q,20250630,Y
50292,IEHC,IEH CORP,3678,4-NON,10-Q,20250630,Y
50471,TRAK,"REPOSITRAK, INC.",7374,4-NON,10-K,20250630,Y
50493,IMKTA,INGLES MARKETS INC,5411,1-LAF,10-Q,20250630,Y
50725,GFF,GRIFFON CORP,3442,1-LAF,10-Q,20250630,Y
50863,INTC,INTEL CORP,3674,1-LAF,10-Q,20250630,Y
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,1-LAF,10-Q,20250630,Y
51253,IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,2860,1-LAF,10-Q,20250630,Y
51434,IP,INTERNATIONAL PAPER CO /NEW/,2621,1-LAF,10-Q,20250630,Y
51644,,"INTERPUBLIC GROUP OF COMPANIES, INC.",7311,1-LAF,10-Q,20250630,N
52827,RYN,RAYONIER INC,6798,1-LAF,10-Q,20250630,Y
52988,J,JACOBS SOLUTIONS INC.,1600,1-LAF,10-Q,20250630,Y
55067,,KELLANOVA,2040,1-LAF,10-Q,20250630,N
55135,KELYA,KELLY SERVICES INC,7363,2-ACC,10-Q,20250630,Y
55234,GAMG,"GLOBAL ASSET MANAGEMENT GROUP, INC.",7990,4-NON,10-Q,20250630,Y
55242,KMT,KENNAMETAL INC,3541,1-LAF,10-K,20250630,Y
55529,KEQU,KEWAUNEE SCIENTIFIC CORP /DE/,3821,4-NON,10-K,20250430,Y
55785,KMB,KIMBERLY CLARK CORP,2670,1-LAF,10-Q,20250630,Y
56047,KEX,KIRBY CORP,4400,1-LAF,10-Q,20250630,Y
56679,KFY,KORN FERRY,7361,1-LAF,10-Q,20250731,Y
56701,KOSS,KOSS CORP,3651,4-NON,10-K,20250630,Y
56868,PNRG,PRIMEENERGY RESOURCES CORP,1311,4-NON,10-Q,20250630,Y
56873,KR,KROGER CO,5411,1-LAF,10-Q,20250831,Y
56978,KLIC,KULICKE & SOFFA INDUSTRIES INC,3674,1-LAF,10-Q,20250630,Y
57131,LZB,LA-Z-BOY INC,2510,1-LAF,10-Q,20250731,Y
57515,MZTI,MARZETTI CO,2030,1-LAF,10-K,20250630,Y
58361,LEE,"LEE ENTERPRISES, INC",2711,2-ACC,10-Q,20250630,Y
58492,LEG,LEGGETT & PLATT INC,2510,1-LAF,10-Q,20250630,Y
59255,VHI,VALHI INC /DE/,2810,4-NON,10-Q,20250630,Y
59478,LLY,ELI LILLY & CO,2834,1-LAF,10-Q,20250630,Y
59527,LECO,LINCOLN ELECTRIC HOLDINGS INC,3540,1-LAF,10-Q,20250630,Y
59558,LNC,LINCOLN NATIONAL CORP,6311,1-LAF,10-Q,20250630,Y
60086,L,LOEWS CORP,6331,1-LAF,10-Q,20250630,Y
60519,LPX,LOUISIANA-PACIFIC CORP,2400,1-LAF,10-Q,20250630,Y
60667,LOW,LOWES COMPANIES INC,5211,1-LAF,10-Q,20250731,Y
60714,LXU,"LSB INDUSTRIES, INC.",2810,2-ACC,10-Q,20250630,Y
61004,LGL,LGL GROUP INC,3679,4-NON,10-Q,20250630,Y
61986,MTW,MANITOWOC CO INC,3531,2-ACC,10-Q,20250630,Y
62234,MCS,MARCUS CORP,7830,2-ACC,10-Q,20250630,Y
62709,MRSH,"MARSH & MCLENNAN COMPANIES, INC.",6411,1-LAF,10-Q,20250630,Y
62996,MAS,MASCO CORP /DE/,3430,1-LAF,10-Q,20250630,Y
63276,MAT,MATTEL INC /DE/,3942,1-LAF,10-Q,20250630,Y
63296,MATW,MATTHEWS INTERNATIONAL CORP,3360,1-LAF,10-Q,20250630,Y
63330,MLP,MAUI LAND & PINEAPPLE CO INC,6500,4-NON,10-Q,20250630,Y
63908,MCD,MCDONALDS CORP,5812,1-LAF,10-Q,20250630,Y
64040,SPGI,S&P GLOBAL INC.,7320,1-LAF,10-Q,20250630,Y
64463,SLNH,"SOLUNA HOLDINGS, INC",6199,4-NON,10-Q,20250630,Y
64472,GENC,GENCOR INDUSTRIES INC,3531,2-ACC,10-Q,20250630,Y
64803,CVS,CVS HEALTH CORP,5912,1-LAF,10-Q,20250630,Y
64996,MCY,MERCURY GENERAL CORP,6331,1-LAF,10-Q,20250630,Y
65172,MSB,MESABI TRUST,6795,4-NON,10-Q,20250731,Y
65270,MEI,METHODE ELECTRONICS INC,3678,2-ACC,10-Q,20250731,Y
65312,EVI,"EVI INDUSTRIES, INC.",7200,2-ACC,10-K,20250630,Y
65596,SIEB,SIEBERT FINANCIAL CORP,6211,4-NON,10-Q,20250630,Y
65770,MVIS,"MICROVISION, INC.",3679,4-NON,10-Q,20250630,Y
65984,ETR,ENTERGY CORP /DE/,4911,1-LAF,10-Q,20250630,Y
66004,MSEX,MIDDLESEX WATER CO,4941,1-LAF,10-Q,20250630,Y
66382,MLKN,"MILLERKNOLL, INC.",2520,1-LAF,10-K,20250531,Y
66418,MXC,MEXCO ENERGY CORP,1311,4-NON,10-Q,20250630,Y
66496,MMTRS,MILLS MUSIC TRUST,6794,4-NON,10-Q,20250630,Y
66570,MSA,MSA SAFETY INC,3842,1-LAF,10-Q,20250630,Y
66740,MMM,3M CO,3841,1-LAF,10-Q,20250630,Y
66756,,ALLETE INC,4931,1-LAF,10-Q,20250630,N
67088,MUFG,MITSUBISHI UFJ FINANCIAL GROUP INC,6029,1-LAF,20-F,20250331,Y
67215,DY,DYCOM INDUSTRIES INC,1623,1-LAF,10-Q,20250731,Y
67347,MOD,MODINE MANUFACTURING CO,3714,1-LAF,10-Q,20250630,Y
67716,MDU,MDU RESOURCES GROUP INC,1400,1-LAF,10-Q,20250630,Y
67887,MOG-A,MOOG INC.,3590,1-LAF,10-Q,20250630,Y
68505,MSI,"MOTOROLA SOLUTIONS, INC.",3663,1-LAF,10-Q,20250630,Y
68622,CTGG,QWEST CORP,4813,4-NON,10-Q,20250630,Y
69422,INTG,INTERGROUP CORP,6513,4-NON,10-K,20250630,Y
69488,MYE,MYERS INDUSTRIES INC,3089,2-ACC,10-Q,20250630,Y
69633,NSSC,"NAPCO SECURITY TECHNOLOGIES, INC",3669,1-LAF,10-K,20250630,Y
69733,NATH,"NATHANS FAMOUS, INC.",5812,2-ACC,10-Q,20250630,Y
69891,FIZZ,NATIONAL BEVERAGE CORP,2086,1-LAF,10-K,20250430,Y
70145,NFG,NATIONAL FUEL GAS CO,4924,1-LAF,10-Q,20250630,Y
70318,THC,TENET HEALTHCARE CORP,8062,1-LAF,10-Q,20250630,Y
70487,NRC,NATIONAL RESEARCH CORP,8731,2-ACC,10-Q,20250630,Y
70502,NRUC,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,6159,4-NON,10-K,20250531,Y
70858,BAC,BANK OF AMERICA CORP /DE/,6021,1-LAF,10-Q,20250630,Y
70866,VYX,NCR VOYIX CORP,3578,1-LAF,10-Q,20250630,Y
71557,NUVR,"NUVERA COMMUNICATIONS, INC.",4813,4-NON,10-Q,20250630,Y
71691,NYT,NEW YORK TIMES CO,2711,1-LAF,10-Q,20250630,Y
71829,NPKI,NPK INTERNATIONAL INC.,7350,2-ACC,10-Q,20250630,Y
72162,NL,NL INDUSTRIES INC,2810,4-NON,10-Q,20250630,Y
72205,NOBH,NOBILITY HOMES INC,2451,4-NON,10-Q,20250731,Y
72331,NDSN,NORDSON CORP,3569,1-LAF,10-Q,20250731,Y
72444,VXRT,"VAXART, INC.",2836,4-NON,10-Q,20250630,Y
72573,MOV,MOVADO GROUP INC,3873,2-ACC,10-Q,20250731,Y
72741,ES,EVERSOURCE ENERGY,4911,1-LAF,10-Q,20250630,Y
72903,XEL,XCEL ENERGY INC,4931,1-LAF,10-Q,20250630,Y
72909,,NORTHERN STATES POWER CO /WI/,4931,4-NON,10-Q,20250630,N
72971,WFC,WELLS FARGO & COMPANY/MN,6021,1-LAF,10-Q,20250630,Y
73124,NTRS,NORTHERN TRUST CORP,6022,1-LAF,10-Q,20250630,Y
73290,BMRA,BIOMERICA INC,2835,4-NON,10-K,20250531,Y
73309,NUE,NUCOR CORP,3312,1-LAF,10-Q,20250630,Y
73756,OII,OCEANEERING INTERNATIONAL INC,1389,1-LAF,10-Q,20250630,Y
74208,UDR,"UDR, INC.",6798,1-LAF,10-Q,20250630,Y
74260,ORI,OLD REPUBLIC INTERNATIONAL CORP,6351,1-LAF,10-Q,20250630,Y
74303,OLN,OLIN CORP,2800,1-LAF,10-Q,20250630,Y
75252,ACH,OWENS & MINOR INC/VA/,5047,1-LAF,10-Q,20250630,Y
75288,OXM,OXFORD INDUSTRIES INC,2320,1-LAF,10-Q,20250731,Y
75362,PCAR,PACCAR INC,3711,1-LAF,10-Q,20250630,Y
75677,PKG,PACKAGING CORP OF AMERICA,2650,1-LAF,10-Q,20250630,Y
76267,PKE,PARK AEROSPACE CORP,3728,4-NON,10-Q,20250531,Y
76282,PKOH,PARK OHIO HOLDINGS CORP,3460,2-ACC,10-Q,20250630,Y
76334,PH,PARKER-HANNIFIN CORP,3490,1-LAF,10-K,20250630,Y
76605,PATK,PATRICK INDUSTRIES INC,3714,1-LAF,10-Q,20250630,Y
77360,PNR,PENTAIR PLC,3550,1-LAF,10-Q,20250630,Y
77476,PEP,PEPSICO INC,2080,1-LAF,10-Q,20250531,Y
77543,TPC,TUTOR PERINI CORP,1540,1-LAF,10-Q,20250630,Y
78003,PFE,PFIZER INC,2834,1-LAF,10-Q,20250630,Y
78128,WTRG,"ESSENTIAL UTILITIES, INC.",4941,1-LAF,10-Q,20250630,Y
78239,PVH,PVH CORP. /DE/,2320,1-LAF,10-Q,20250731,Y
78749,AGYS,AGILYSYS INC,7373,1-LAF,10-Q,20250630,Y
78814,PBI,PITNEY BOWES INC /DE/,3579,1-LAF,10-Q,20250630,Y
78890,BCO,BRINKS CO,4731,1-LAF,10-Q,20250630,Y
79282,BRO,"BROWN & BROWN, INC.",6411,1-LAF,10-Q,20250630,Y
79661,PRSI,PORTSMOUTH SQUARE INC,6552,4-NON,10-K,20250630,Y
79879,PPG,PPG INDUSTRIES INC,2851,1-LAF,10-Q,20250630,Y
80035,PLPC,PREFORMED LINE PRODUCTS CO,1623,2-ACC,10-Q,20250630,Y
80172,NPK,NATIONAL PRESTO INDUSTRIES INC,3480,2-ACC,10-Q,20250630,Y
80420,POWL,POWELL INDUSTRIES INC,3613,1-LAF,10-Q,20250630,Y
80424,PG,PROCTER & GAMBLE CO,2840,1-LAF,10-K,20250630,Y
80661,PGR,PROGRESSIVE CORP/OH/,6331,1-LAF,10-Q,20250630,Y
81018,,PUBLIC SERVICE CO OF COLORADO,4931,4-NON,10-Q,20250630,N
81061,,PUBLIX SUPER MARKETS INC,5411,4-NON,10-Q,20250630,N
81362,KWR,QUAKER CHEMICAL CORP,2990,1-LAF,10-Q,20250630,Y
81955,RAND,RAND CAPITAL CORP,,4-NON,10-Q,20250630,Y
82020,USLM,UNITED STATES LIME & MINERALS INC,1400,1-LAF,10-Q,20250630,Y
82473,IHT,INNSUITES HOSPITALITY TRUST,6798,4-NON,10-Q,20250731,Y
82811,RRX,REGAL REXNORD CORP,3569,1-LAF,10-Q,20250630,Y
83246,,HSBC USA INC /MD/,6021,4-NON,10-Q,20250630,N
