ticker,company,month,date,close,adj_close,volume,market_cap_est,pe_trailing_est
AAME,Atlantic American Corporation,2022-07,2022-07-01,2.9200000762939453,2.818527936935425,148700.0,59559907.0,24.333
AAME,Atlantic American Corporation,2022-08,2022-08-01,2.990000009536743,2.8860952854156494,238200.0,60987712.0,24.917
AAME,Atlantic American Corporation,2022-09,2022-09-01,2.859999895095825,2.760612726211548,88200.0,58336070.0,23.833
AAME,Atlantic American Corporation,2022-10,2022-10-01,2.869999885559082,2.7702653408050537,53600.0,58540042.0,22.077
AAME,Atlantic American Corporation,2022-11,2022-11-01,2.880000114440918,2.7799179553985596,48000.0,58744019.0,22.154
AAME,Atlantic American Corporation,2022-12,2022-12-01,2.3399999141693115,2.258683204650879,112100.0,47729512.0,18.0
AAME,Atlantic American Corporation,2023-01,2023-01-01,2.509999990463257,2.4227757453918457,84500.0,51197042.0,41.833
AAME,Atlantic American Corporation,2023-02,2023-02-01,2.5,2.4131228923797607,85500.0,50993070.0,41.667
AAME,Atlantic American Corporation,2023-03,2023-03-01,2.450000047683716,2.364860773086548,94900.0,49973210.0,40.833
AAME,Atlantic American Corporation,2023-04,2023-04-01,2.180000066757202,2.104243278503418,109900.0,44465958.0,
AAME,Atlantic American Corporation,2023-05,2023-05-01,2.140000104904175,2.065633535385132,58900.0,43650070.0,
AAME,Atlantic American Corporation,2023-06,2023-06-01,1.9299999475479126,1.8629308938980103,92900.0,39366649.0,
AAME,Atlantic American Corporation,2023-07,2023-07-01,1.8300000429153442,1.7664061784744263,176000.0,37326928.0,91.5
AAME,Atlantic American Corporation,2023-08,2023-08-01,2.0299999713897705,1.981472373008728,142000.0,41406372.0,101.5
AAME,Atlantic American Corporation,2023-09,2023-09-01,1.9299999475479126,1.883862853050232,82000.0,39366649.0,96.5
AAME,Atlantic American Corporation,2023-10,2023-10-01,1.7200000286102295,1.6788830757141113,84800.0,35083233.0,12.286
AAME,Atlantic American Corporation,2023-11,2023-11-01,1.9500000476837158,1.903384804725647,104100.0,39774596.0,13.929
AAME,Atlantic American Corporation,2023-12,2023-12-01,2.450000047683716,2.391432285308838,164200.0,49973210.0,17.5
AAME,Atlantic American Corporation,2024-01,2024-01-01,2.7200000286102295,2.654977798461914,186700.0,55480461.0,
AAME,Atlantic American Corporation,2024-02,2024-02-01,2.7300000190734863,2.664738655090332,130000.0,55684433.0,
AAME,Atlantic American Corporation,2024-03,2024-03-01,2.799999952316284,2.733065366744995,146100.0,57112237.0,
AAME,Atlantic American Corporation,2024-04,2024-04-01,1.8799999952316284,1.8512976169586182,135700.0,38346789.0,
AAME,Atlantic American Corporation,2024-05,2024-05-01,1.6699999570846558,1.6445037126541138,129800.0,34063370.0,
AAME,Atlantic American Corporation,2024-06,2024-06-01,1.690000057220459,1.6641985177993774,77100.0,34471316.0,
AAME,Atlantic American Corporation,2024-07,2024-07-01,1.5399999618530273,1.5164884328842163,107400.0,31411730.0,
AAME,Atlantic American Corporation,2024-08,2024-08-01,1.600000023841858,1.5755724906921387,84500.0,32635565.0,
AAME,Atlantic American Corporation,2024-09,2024-09-01,1.7000000476837158,1.6740458011627197,120700.0,34675289.0,
